#Word Types: 1058
#Word Tokens: 1614662
#Search Hits: 0
214	1396	еч	
215	1376	уч	
216	1371	яс	
217	1360	аю	
218	1352	ба	
219	1329	ьс	
220	1318	ял	
221	1315	ах	
222	1310	см	
223	1310	тс	
224	1307	ою	
225	1301	га	
226	1298	ха	
227	1283	еж	
228	1271	иц	
229	1270	дл	
230	1259	дь	
231	1256	ех	
232	1253	зв	
233	1238	ых	
234	1223	ач	
235	1222	би	
236	1220	бл	
237	1219	ш	
238	1216	жд	
239	1215	дв	
240	1213	ук	
241	1212	вл	
242	1210	пи	
243	1193	зд	
244	1190	ги	
245	1178	ыс	
246	1141	ои	
247	1129	ыт	
248	1117	уш	
249	1073	гр	
250	1061	ву	
251	1053	щи	
252	1033	ян	
253	1023	аш	
254	1020	нд	
255	1013	рн	
256	1010	юб	
257	998	це	
258	980	ещ	
259	980	кн	
260	953	гу	
261	933	аб	
262	932	аг	
263	912	ап	
264	910	рк	
265	884	уп	
266	873	сс	
267	871	яд	
268	869	вз	
269	864	ии	
270	864	шл	
271	846	зг	
272	843	тя	
273	840	ай	
274	828	ур	
275	820	бя	
276	814	ды	
277	812	уб	
278	797	шь	
279	795	ир	
280	791	су	
281	790	пу	
282	782	ке	
283	776	оя	
284	773	ье	
285	767	зя	
286	767	ыб	
287	766	йс	
288	760	чн	
289	754	тк	
290	744	ца	
291	713	рт	
292	712	пл	
293	679	сч	
294	677	ыш	
295	664	ьи	
296	663	ф	
297	657	ею	
298	657	ьш	
299	656	ц	
300	643	дя	
301	643	иг	
302	638	нт	
303	634	ья	
304	622	иш	
305	614	мя	
306	613	ью	
307	609	лж	
308	606	иб	
309	588	кт	
310	584	шн	
311	570	зы	
312	564	ея	
313	561	рг	
314	553	рд	
315	553	шк	
316	547	пя	
317	543	зо	
318	529	ын	
319	529	ющ	
320	522	ох	
321	522	сы	
322	521	сд	
323	519	ге	
324	508	вд	
325	500	кл	
326	499	дс	
327	495	иж	
328	495	ям	
329	493	чк	
330	484	бн	
331	482	яз	
332	470	рв	
333	469	зи	
334	467	рж	
335	467	яж	
336	464	лн	
337	463	ща	
338	460	яг	
339	459	ух	
340	459	фи	
341	452	шу	
342	451	лк	
343	451	цо	
344	451	ыр	
345	447	тч	
346	446	уз	
347	444	шо	
348	414	нч	
349	411	зм	
350	411	тл	
351	408	зу	
352	403	лл	
353	402	вя	
354	400	йн	
355	398	бк	
356	398	нк	
357	396	уе	
358	396	яв	
359	393	пы	
360	387	жу	
361	386	ют	
362	385	e	
363	381	аф	
364	378	нц	
365	377	йт	
366	374	юд	
367	368	ию	
368	353	бщ	
369	350	вт	
370	348	зе	
371	340	рш	
372	340	ьм	
373	338	рб	
374	334	ащ	
375	333	йд	
376	330	дк	
377	329	цу	
378	327	вп	
379	326	ун	
380	313	ящ	
381	304	дт	
382	299	ущ	
383	297	вь	
384	297	зр	
385	293	оо	
386	287	зл	
387	287	ях	
388	286	ео	
389	281	дц	
390	281	рс	
391	271	гн	
392	269	ьз	
393	268	чш	
394	267	ыч	
395	259	кв	
396	259	юс	
397	257	зб	
398	257	зь	
399	257	чь	
400	253	ню	
401	251	t	
402	251	нщ	
403	245	i	
404	245	ык	
405	244	ец	
406	235	вм	
407	234	ищ	
408	232	вк	
409	229	цы	
410	227	ощ	
411	223	фр	
412	223	ху	
413	219	ыд	
414	218	x	
415	215	ци	
416	212	яя	
417	208	ип	
418	204	сх	
419	201	аи	
420	199	s	
421	198	ъе	
422	195	сю	
423	193	лч	
424	193	уй	
425	192	гк	
426	192	оф	
427	191	тд	
428	191	яч	
429	190	лг	
430	190	яй	
431	187	уя	
432	187	ъя	
433	186	l	
434	186	p	
435	185	ып	
436	179	ац	
437	178	рю	
438	177	бъ	
439	176	рм	
440	176	ср	
441	176	щ	
442	174	фе	
443	172	зж	
444	166	дш	
445	165	як	
446	164	мс	
447	163	цк	
448	159	хн	
449	156	m	
450	156	рх	
451	156	хи	
452	156	ьц	
453	156	яю	
454	155	еи	
455	154	жс	
456	153	n	
457	153	хв	
458	147	ii	
459	147	ыг	
460	145	еу	
461	145	жк	
462	144	мл	
463	140	бв	
464	139	хл	
465	139	щу	
466	137	зк	
467	136	йл	
468	136	шв	
469	130	ьб	
470	127	вч	
471	127	оц	
472	126	a	
473	126	нр	
474	125	иа	
475	125	фо	
476	124	ma	
477	123	ио	
478	120	тт	
479	119	нг	
480	118	йч	
481	117	мр	
482	115	бс	
483	113	ьт	
484	112	дм	
485	111	xx	
486	108	an	
487	108	c	
488	107	v	
489	104	йк	
490	104	рч	
491	104	шт	
492	104	яе	
493	103	le	
494	103	дп	
495	101	дх	
496	101	мь	
497	101	тц	
498	101	фа	
499	98	чр	
500	98	ыз	
501	98	ьч	
502	97	пн	
503	96	бм	
504	95	дъ	
505	95	пк	
506	95	рп	
507	91	xi	
508	91	яп	
509	90	вх	
510	90	зч	
511	90	сш	
512	90	хр	
513	89	es	
514	88	d	
515	88	бх	
516	86	йм	
517	84	мк	
518	81	r	
519	81	фь	
520	80	сц	
521	80	хм	
522	79	мп	
523	79	рл	
524	78	сб	
525	78	чо	
526	78	яш	
527	77	йш	
528	76	пт	
529	75	on	
530	75	vi	
531	75	оу	
532	75	тп	
533	75	ьг	
534	72	зс	
535	72	яр	
536	71	de	
537	70	жб	
538	69	g	
539	69	is	
540	69	la	
541	69	u	
542	69	чл	
543	68	жь	
544	68	тю	
545	67	жч	
546	67	йц	
547	66	re	
548	66	жо	
549	65	er	
550	65	лп	
551	65	хс	
552	62	ау	
553	62	яи	
554	61	гч	
555	61	цв	
556	60	юч	
557	59	xv	
558	59	дд	
559	59	юр	
560	58	am	
561	58	эк	
562	56	мм	
563	56	тъ	
564	56	эл	
565	55	in	
566	55	пь	
567	55	юю	
568	54	ll	
569	54	бд	
570	53	хе	
571	52	яц	
572	51	au	
573	51	lt	
574	51	te	
575	51	еа	
576	51	уа	
577	50	gt	
578	50	пч	
579	50	рщ	
580	49	ai	
581	49	se	
582	48	ne	
583	48	мг	
584	47	en	
585	46	ch	
586	46	ou	
587	46	вг	
588	46	гс	
589	44	b	
590	44	f	
591	44	щн	
592	43	ie	
593	43	nd	
594	43	оэ	
595	43	сж	
596	43	ьд	
597	42	me	
598	42	st	
599	42	дч	
600	41	da	
601	41	el	
602	41	юш	
603	40	ьв	
604	40	юн	
605	39	et	
606	39	вц	
607	39	лт	
608	38	ce	
609	38	фу	
610	38	ыж	
611	37	ar	
612	37	ri	
613	37	съ	
614	37	яб	
615	36	вв	
616	36	дб	
617	36	пп	
618	36	эн	
619	35	co	
620	35	рц	
621	35	щь	
622	34	ur	
623	32	eu	
624	32	li	
625	32	nt	
626	31	мт	
627	31	сз	
628	31	тф	
629	31	фл	
630	31	фт	
631	31	ё	
632	30	pa	
633	30	us	
634	30	мч	
635	30	сё	
636	29	z	
637	29	зз	
638	29	лб	
639	28	iv	
640	27	fa	
641	27	mo	
642	26	he	
643	26	рз	
644	25	as	
645	25	j	
646	25	ns	
647	25	ti	
648	25	рр	
649	25	ьщ	
650	24	al	
651	24	ez	
652	24	un	
653	24	бь	
654	24	уф	
655	23	em	
656	23	it	
657	23	ix	
658	23	oi	
659	23	ro	
660	23	вб	
661	23	зъ	
662	23	нф	
663	22	ad	
664	22	qu	
665	22	ss	
666	22	ta	
667	22	иф	
668	22	лд	
669	22	нз	
670	22	пш	
671	21	il	
672	21	nc	
673	21	om	
674	21	si	
675	21	кк	
676	21	тщ	
677	21	уэ	
678	21	юм	
679	20	so	
680	20	зт	
681	20	тб	
682	19	at	
683	19	q	
684	19	ra	
685	19	vo	
686	19	пц	
687	19	юл	
688	18	be	
689	18	h	
690	18	rd	
691	18	жж	
692	17	mi	
693	17	o	
694	17	pe	
695	17	кш	
696	17	нб	
697	17	тм	
698	17	тх	
699	16	ea	
700	16	ha	
701	16	ic	
702	16	no	
703	16	tr	
704	16	сг	
705	16	юх	
706	15	or	
707	15	ut	
708	15	кж	
709	15	мц	
710	15	фс	
711	15	хш	
712	14	io	
713	14	ng	
714	14	os	
715	14	ul	
716	14	дж	
717	14	юп	
718	13	br	
719	13	di	
720	13	do	
721	13	ir	
722	13	po	
723	13	rt	
724	13	ve	
725	13	y	
726	13	бт	
727	13	вщ	
728	13	иу	
729	13	мб	
730	12	bl	
731	12	ot	
732	12	pl	
733	12	pr	
734	12	ue	
735	12	бш	
736	12	рф	
737	12	сф	
738	12	цц	
739	12	ьо	
740	11	ca	
741	11	fe	
742	11	ge	
743	11	ht	
744	11	mm	
745	11	ni	
746	11	nn	
747	11	pi	
748	11	to	
749	11	tt	
750	11	аа	
751	11	зш	
752	11	ъю	
753	10	bo	
754	10	cu	
755	10	ig	
756	10	k	
757	10	ui	
758	10	ux	
759	10	бц	
760	10	бч	
761	10	гв	
762	10	гт	
763	10	дю	
764	10	хт	
765	10	шп	
766	9	dr	
767	9	lu	
768	9	rs	
769	9	sa	
770	9	th	
771	9	uc	
772	9	гш	
773	9	жг	
774	9	тг	
775	9	ыу	
776	8	ci	
777	8	ei	
778	8	ex	
779	8	ho	
780	8	id	
781	8	mp	
782	8	ts	
783	8	еф	
784	8	кц	
785	8	фы	
786	8	чм	
787	8	шм	
788	8	щр	
789	8	ыи	
790	8	юц	
791	7	ec	
792	7	fo	
793	7	gl	
794	7	je	
795	7	oe	
796	7	ol	
797	7	rr	
798	7	sc	
799	7	w	
800	7	ао	
801	7	бю	
802	7	въ	
803	7	дг	
804	7	зю	
805	7	йф	
806	7	лф	
807	7	мш	
808	7	нв	
809	7	тж	
810	7	фф	
811	7	эр	
812	6	ab	
813	6	du	
814	6	gr	
815	6	jo	
816	6	ju	
817	6	lo	
818	6	rn	
819	6	бг	
820	6	бж	
821	6	жл	
822	6	зц	
823	6	кд	
824	6	лш	
825	6	пю	
826	6	уц	
827	5	ee	
828	5	fi	
829	5	gh	
830	5	im	
831	5	na	
832	5	oc	
833	5	op	
834	5	pu	
835	5	we	
836	5	ye	
837	5	лв	
838	5	лз	
839	5	мщ	
840	5	нж	
841	5	уо	
842	5	чв	
843	5	эз	
844	5	эп	
845	5	юв	
846	5	юг	
847	4	ac	
848	4	ag	
849	4	ba	
850	4	ep	
851	4	ev	
852	4	ja	
853	4	mb	
854	4	my	
855	4	nf	
856	4	od	
857	4	oy	
858	4	xa	
859	4	вю	
860	4	жм	
861	4	кз	
862	4	оа	
863	4	пс	
864	4	уи	
865	4	фм	
866	4	шц	
867	4	шю	
868	4	ьэ	
869	4	эг	
870	4	эс	
871	4	юк	
872	3	ap	
873	3	aw	
874	3	bi	
875	3	ck	
876	3	eg	
877	3	ej	
878	3	ff	
879	3	fr	
880	3	gn	
881	3	go	
882	3	ib	
883	3	if	
884	3	ke	
885	3	rc	
886	3	rg	
887	3	rm	
888	3	sk	
889	3	ub	
890	3	um	
891	3	uo	
892	3	va	
893	3	wi	
894	3	бз	
895	3	гю	
896	3	йо	
897	3	мз	
898	3	мю	
899	3	сщ	
900	3	сэ	
901	3	тз	
902	3	що	
903	3	ьп	
904	3	эй	
905	3	эф	
906	3	юж	
907	3	юз	
908	3	юф	
909	2	af	
910	2	av	
911	2	ax	
912	2	cl	
913	2	cr	
914	2	fl	
915	2	ga	
916	2	gu	
917	2	hn	
918	2	hu	
919	2	ia	
920	2	ka	
921	2	kl	
922	2	ls	
923	2	mt	
924	2	mu	
925	2	nh	
926	2	nu	
927	2	ph	
928	2	pp	
929	2	pt	
930	2	rf	
931	2	rl	
932	2	sb	
933	2	sd	
934	2	su	
935	2	sy	
936	2	tu	
937	2	ud	
938	2	uf	
939	2	up	
940	2	uv	
941	2	vu	
942	2	wn	
943	2	wu	
944	2	xc	
945	2	zu	
946	2	бб	
947	2	вж	
948	2	гф	
949	2	йб	
950	2	кх	
951	2	мв	
952	2	нш	
953	2	тэ	
954	2	фн	
955	2	фю	
956	2	фя	
957	2	хг	
958	2	цм	
959	2	шр	
960	2	шш	
961	2	ьх	
962	2	эд	
963	2	эм	
964	2	юи	
965	1	ah	
966	1	ak	
967	1	ay	
968	1	aп	
969	1	bs	
970	1	bu	
971	1	by	
972	1	ct	
973	1	cе	
974	1	dm	
975	1	dy	
976	1	eq	
977	1	ew	
978	1	fu	
979	1	gi	
980	1	hi	
981	1	ij	
982	1	iu	
983	1	iz	
984	1	kf	
985	1	ko	
986	1	ku	
987	1	lk	
988	1	lp	
989	1	lа	
990	1	ml	
991	1	nr	
992	1	ny	
993	1	nz	
994	1	of	
995	1	oh	
996	1	oo	
997	1	oq	
998	1	ps	
999	1	py	
1000	1	rb	
1001	1	ru	
1002	1	rv	
1003	1	sg	
1004	1	sm	
1005	1	sn	
1006	1	sq	
1007	1	sr	
1008	1	vr	
1009	1	xe	
1010	1	ya	
1011	1	ze	
1012	1	zo	
1013	1	zw	
1014	1	аp	
1015	1	аt	
1016	1	аэ	
1017	1	вc	
1018	1	гз	
1019	1	гм	
1020	1	дз	
1021	1	дщ	
1022	1	жр	
1023	1	жц	
1024	1	йе	
1025	1	йз	
1026	1	йр	
1027	1	йщ	
1028	1	кф	
1029	1	лм	
1030	1	лц	
1031	1	лщ	
1032	1	лё	
1033	1	мж	
1034	1	мф	
1035	1	нм	
1036	1	пf	
1037	1	пф	
1038	1	пщ	
1039	1	тш	
1040	1	уу	
1041	1	фч	
1042	1	хд	
1043	1	хп	
1044	1	хч	
1045	1	хъ	
1046	1	цб	
1047	1	чё	
1048	1	ыц	
1049	1	ыщ	
1050	1	ыя	
1051	1	ьж	
1052	1	эш	
1053	1	юа	
1054	1	юй	
1055	1	яу	
1056	1	ёк	
1057	1	ён	
1058	1	ёт	
